,text,likes,dislikes
30,How he grabbed her head and kissed .. gave her  zero chance to pull away !!!!  That’s sexual assault !!!!   If he won’t  resign !!  FIRE HIM !!!  I bet there are some hidden evil deeds that will come out of this !!!  And I’m sure he’s not the only one who’s abusing power !!! Expose them all and lock them<br>Up!!!!!  WOMEN MUST BE HONEST WITH THEMSELVES AND EACH OTHER … to speak out and get all these creeps exposed and locked up!!,1,0
31,"It is ok to do LGBTQI+++++ but this is a problem? How? Even if this was a mistake, its a mistake in the right direction.",1,0
32,"Hypothetically speaking, what do you think happens if the kiss was from a female football boss?",0,0
33,Is it a gender thing or an action thing.. because I&#39;ve seen women coaches do this to female players,2,0
34,"The player didn&#39;t care about the kiss, she was happy all the time.",0,0
35,It’s best not even to hug a woman.,0,0
36,If he can do this in front of the cameras imagine what he and <br>other Spanish men are doing behind the cameras 😂❤,6,0
37,"Good for him,she clearly didn&#39;t mind and look innocent",0,0
38,"A crime is determined by law.   Different countries have different laws on this type of thing. I suggest defer to them.  Regarding the crime of sexual assult, in NSW Australia, being the state of the women&#39;s 2023 world cup final, the police information suggests that sexual touching which describes unwanted touching of a person&#39;s body by another person. This can include kissing or inappropriate touching of a person&#39;s breasts, bottom or genitals.  A person cannot consent to a sexual act if they:  Only agree to the sexual act because the person is in a position of authority.",1,0
39,Rubiales must be removed and  then charged with  forcing himself on a woman with his undesired advancement .. his sick and degrading video is every were including the major media outlets like BBC.,0,0
40,"This man doesn&#39;t represent us at all. He is a clear example of chauvinism, and we couldn&#39;t be happier for his departure. We are so fed up of his exhibitions as the one and only. Get lost, loser!",1,0
41,"What a loser, standing on stage acting emotional haha",1,0
42,"They didn&#39;t win DUE to him, they won INSPITE of him. Resign and prosecute!",1,0
43,"They didn&#39;t win DUE to him, they won INSPITE of him. Resign and prosecute!",0,0
44,And so he shouldn’t,0,0
45,Controversy before the tournament and Controversy after the tournament. Perhaps it would have been better if England had won instead.,1,0
46,This is a Pyrrhic victory for feminists. Your rapist is on the loose. The man who assaulted you is now assaulting another woman and the Taliban don&#39;t even allow women to go outside. All that pent up hatred not aimed at those who deserve it but at a defenseless victim who gives a kiss. What impotence. Strategically a very bad day for feminism.,0,0
47,"No he should not resign. She should be brought up to court. She was filmed lifting him up. As much as she claim she did not give consent to the kiss, he can also claim he did not give consent to getting lift. He can also he has been sexually assaulted first.<br><br>This is a classic case of sloppy situation of someone backtracking to their favour. This is entirely different from getting sexually haressed and get kissed. Both parties openly engage in physical contact and she was film approaching him first. And this is not even within any form of sexual context. <br><br>Her attempt to frame the kiss as sexual will not stand.",0,0
48,Fine then you’ll be sacked - disgraceful fool,1,0
49,"worlds gone mad!  Mental.   I don&#39;t know who you are behind all this.   Making men scared to even look at a member of the opposite sex. I&#39;m sure these two know each other.  Been out in a group at some time.  This guy should not have done it but it&#39;s not like he did it in a dark alley way out of sight. He obviously wasn&#39;t thinking &#39; DIRTY &#39; When it happened. I mean it&#39;s so blatant - in full view of the world [ cameras]  i can only come to the conclusion that his intentions were innocent even if the act was bit strange. And not coz it was a woman he kissed. If it had been a men&#39;s team and he&#39;d kissed their captain on the lips it&#39;d been strange. But to sack him or call for his resignation like he is some sort of rapist is typical of a society trying to make women dislike men , boys be girls and create some sort of rainbow empire.  Hope you woke mongrels arePROUD of yourselves.worlds gone mad!  Mental.   I don&#39;t know who you are behind all this.   Making men scared to even look at a member of the opposite sex. I&#39;m sure these two know each other.  Been out in a group at some time.  This guy should not have done it but it&#39;s not like he did it in a dark alley way out of sight. He obviously wasn&#39;t thinking &#39; DIRTY &#39; When it happened. I mean it&#39;s so blatant - in full view of the world [ cameras]  i can only come to the conclusion that his intentions were innocent even if the act was bit strange. And not coz it was a woman he kissed. If it had been a men&#39;s team and he&#39;d kissed their captain on the lips it&#39;d been strange. But to sack him or call for his resignation like he is some sort of rapist is typical of a society trying to make women dislike men , boys be girls and create some sort of rainbow empire.  Hope you woke mongrels arePROUD of yourselves.worlds gone mad!  Mental.   I don&#39;t know who you are behind all this.   Making men scared to even look at a member of the opposite sex. I&#39;m sure these two know each other.  Been out in a group at some time.  This guy should not have done it but it&#39;s not like he did it in a dark alley way out of sight. He obviously wasn&#39;t thinking &#39; DIRTY &#39; When it happened. I mean it&#39;s so blatant - in full view of the world [ cameras]  i can only come to the conclusion that his intentions were innocent even if the act was bit strange. And not coz it was a woman he kissed. If it had been a men&#39;s team and he&#39;d kissed their captain on the lips it&#39;d been strange. But to sack him or call for his resignation like he is some sort of rapist is typical of a society trying to make women dislike men , boys be girls and create some sort of rainbow empire.  Hope you woke mongrels arePROUD of yourselves.",0,0
